398.0,27.69,
372.0,24.46,
346.0,21.66,
320.0,19.23,
263.0,14.4,
188.0,8.767,
131.0,5.086,
86.3,2.747,
53.6,1.352,
30.4,0.5992,
15.6,0.2385,
