y,dNdeta,dNdy,PreEq,Hydro
0,2240,3.44006,3.28014,0.159925
0,2240,3.18086,3.06733,0.11353
0,2240,2.5448,2.4016,0.143203
0,2240,2.44605,2.34048,0.105569
0,2240,1.73401,1.65165,0.0823575
0,2240,1.30854,1.24975,0.0587869
0,2240,1.58012,1.4576,0.122528
0,2240,1.50557,1.40308,0.10249
0,2240,2.02435,1.88638,0.137972
0,2240,0.823282,0.706753,0.116529
0,2240,1.34939,1.22822,0.121169
0,2240,2.26641,2.1051,0.161317
0,2240,3.2476,3.21469,0.0329122
0,2240,3.54526,3.42975,0.11551
0,2240,1.76143,1.67949,0.0819414
0,2240,1.51269,1.40584,0.106855
0,2240,2.01721,1.91237,0.104843
0,2240,2.9852,2.91203,0.0731708
0,2240,2.73249,2.65574,0.0767558
0,2240,2.33946,2.26764,0.0718292
0,2240,1.54613,1.43174,0.114392
0,2240,2.45738,2.3785,0.078887
0,2240,1.28461,1.24984,0.0347639
0,2240,1.77296,1.60682,0.16614
0,2240,1.73707,1.53823,0.198839
0,2240,2.25404,2.19378,0.060253
0,2240,2.16394,2.08945,0.0744873
0,2240,0.889179,0.827924,0.0612552
0,2240,1.30686,1.15002,0.156845
0,2240,7.62101,7.52917,0.0918404
0,2240,9.30279,9.20623,0.0965611
0,2240,2.65124,2.51995,0.13129
0,2240,1.83279,1.68784,0.144945
0,2240,2.23142,2.09755,0.133868
0,2240,11.4521,11.2729,0.179264
0,2240,3.65,3.57323,0.0767679
0,2240,3.67819,3.49282,0.185371
0,2240,4.53544,4.45507,0.0803723
0,2240,1.08092,0.990618,0.0903065
0,2240,2.47345,2.37499,0.0984643
0,2240,2.1609,1.93493,0.22597
0,2240,3.82701,3.77096,0.0560443
0,2240,3.58215,3.49561,0.0865346
0,2240,4.12019,3.89472,0.225468
0,2240,4.20839,4.01233,0.196063
0,2240,1.58968,1.46275,0.126935
0,2240,2.24252,1.99775,0.244779
0,2240,1.10368,0.949525,0.154156
0,2240,5.30125,5.18217,0.119083
0,2240,2.97798,2.81827,0.159719
0,2240,1.97324,1.87206,0.10118
0,2240,6.74837,6.69852,0.0498515
0,2240,3.36077,3.24708,0.113691
0,2240,1.72691,1.61813,0.10878
0,2240,1.80962,1.75188,0.057738
0,2240,1.22717,1.17934,0.047821
0,2240,1.49098,1.38936,0.101621
0,2240,1.46496,1.30591,0.159047
0,2240,0.989663,0.837473,0.15219
0,2240,2.12459,1.97776,0.146835
0,2240,1.69846,1.57705,0.121414
0,2240,2.06622,1.87656,0.189655
0,2240,2.44555,2.37886,0.0666995
0,2240,3.08411,2.92128,0.162828
0,2240,3.75911,3.59037,0.168732
0,2240,1.99487,1.90347,0.0914
0,2240,1.83998,1.72914,0.110836
0,2240,1.81481,1.65304,0.161777
0,2240,1.60964,1.45546,0.154182
0,2240,1.87344,1.77469,0.0987519
0,2240,3.6114,3.52697,0.084432
0,2240,2.6973,2.55207,0.145233
0,2240,3.59789,3.50105,0.0968375
0,2240,3.63344,3.50889,0.124543
0,2240,1.98132,1.90069,0.0806304
0,2240,1.10558,0.931148,0.17443
0,2240,1.6669,1.54471,0.12219
0,2240,11.6876,11.5817,0.105951
0,2240,0.847445,0.717441,0.130004
0,2240,2.3694,2.24202,0.127374
0,2240,3.91037,3.75296,0.157407
0,2240,0.828496,0.732837,0.0956589
0,2240,1.63945,1.52996,0.109497
0,2240,3.86564,3.77167,0.0939625
0,2240,1.50108,1.34887,0.152209
0,2240,2.34686,2.29217,0.0546988
0,2240,1.35124,1.27203,0.0792078
0,2240,0.756864,0.574634,0.18223
0,2240,2.34379,2.22278,0.121017
0,2240,2.57653,2.45174,0.124789
0,2240,1.92897,1.82724,0.101725
0,2240,1.75825,1.58367,0.174587
0,2240,2.25952,2.15396,0.105558
0,2240,1.09814,0.991621,0.106522
0,2240,1.59829,1.50222,0.0960613
0,2240,2.85721,2.72531,0.131897
0,2240,3.84631,3.74557,0.100735
0,2240,1.80518,1.67877,0.126407
0,2240,1.97293,1.83816,0.13477
0,2240,1.87063,1.75392,0.116709
0,2240,1.17107,1.12876,0.0423098
0,2240,2.25058,2.13772,0.112852
0,2240,5.81192,5.70602,0.105899
0,2240,3.51153,3.4012,0.110328
0,2240,1.29932,1.19688,0.10244
0,2240,2.17755,2.07691,0.10064
0,2240,9.58783,9.42806,0.159762
0,2240,1.73625,1.64057,0.095679
0,2240,0.719468,0.660472,0.0589957
0,2240,1.76071,1.64173,0.118978
0,2240,1.04748,0.904482,0.142997
0,2240,2.38996,2.16643,0.223534
0,2240,1.55362,1.38197,0.171647
0,2240,1.28255,1.19677,0.0857857
0,2240,4.81895,4.6941,0.124849
0,2240,2.48929,2.39219,0.0971
0,2240,7.11201,7.04055,0.0714667
0,2240,3.54888,3.38973,0.159156
0,2240,1.40961,1.28311,0.126497
0,2240,2.29668,2.11744,0.179245
0,2240,4.00559,3.81575,0.189836
0,2240,2.35283,2.15793,0.194901
0,2240,1.9143,1.78423,0.130076
0,2240,1.52132,1.43666,0.0846596
0,2240,2.418,2.26399,0.154012
0,2240,5.35514,5.29712,0.0580208
0,2240,0.887301,0.767064,0.120237
0,2240,2.0638,1.92687,0.136937
0,2240,3.85764,3.74738,0.110256
0,2240,4.56552,4.44452,0.120998
0,2240,3.76856,3.71869,0.0498744
0,2240,2.84196,2.67592,0.166035
0,2240,1.37475,1.25388,0.120875
0,2240,2.14909,1.9839,0.165188
0,2240,2.9213,2.74037,0.180932
0,2240,1.96507,1.8361,0.12897
0,2240,2.63914,2.54103,0.0981097
0,2240,2.53178,2.39634,0.135447
0,2240,2.22111,2.05748,0.163633
0,2240,1.45043,1.3902,0.0602288
0,2240,0.594999,0.51826,0.0767384
0,2240,3.84742,3.71556,0.131855
0,2240,1.82498,1.70174,0.123245
0,2240,1.66952,1.48224,0.187279
0,2240,1.98852,1.91398,0.0745341
0,2240,1.8949,1.72605,0.168847
0,2240,1.57222,1.39997,0.17225
0,2240,4.76852,4.63949,0.129035
0,2240,2.61387,2.44199,0.171882
0,2240,1.92721,1.8541,0.0731122
0,2240,1.27022,1.09708,0.17314
0,2240,1.10578,1.06918,0.0366049
0,2240,4.78021,4.66445,0.115761
0,2240,3.33887,3.22483,0.114036
0,2240,2.35896,2.21962,0.139345
0,2240,1.74228,1.54596,0.196317
0,2240,1.04943,0.941638,0.107791
0,2240,0.906173,0.789227,0.116946
0,2240,0.982443,0.892008,0.0904352
0,2240,1.07651,0.993146,0.0833659
0,2240,2.21855,2.03287,0.185686
0,2240,1.92697,1.861,0.0659687
0,2240,1.17961,1.06681,0.112796
0,2240,3.27976,3.20104,0.0787201
0,2240,1.34555,1.27703,0.0685254
0,2240,2.23152,2.19232,0.0391984
0,2240,0.574962,0.493998,0.0809644
0,2240,1.24486,1.13309,0.111767
0,2240,0.703245,0.626228,0.0770168
0,2240,2.44563,2.32852,0.117103
0,2240,1.23735,1.04184,0.195514
0,2240,2.56354,2.40495,0.158586
0,2240,1.07546,0.894255,0.181205
0,2240,1.95153,1.85087,0.100656
0,2240,2.04857,1.96693,0.0816318
0,2240,1.66063,1.49028,0.170346
0,2240,3.27707,3.12667,0.150404
0,2240,1.31986,1.25094,0.0689195
0,2240,1.84344,1.77011,0.0733244
0,2240,4.958,4.82991,0.128094
0,2240,2.06855,1.93306,0.135487
0,2240,3.37352,3.27178,0.101739
0,2240,2.04545,1.97304,0.0724038
0,2240,1.79412,1.70292,0.0912072
0,2240,1.77555,1.62338,0.152171
0,2240,1.58277,1.50324,0.0795309
0,2240,5.29556,5.23365,0.061904
0,2240,3.22107,3.12692,0.0941531
0,2240,2.54134,2.45141,0.0899274
0,2240,3.16422,2.95316,0.211058
0,2240,2.55696,2.449,0.107957
0,2240,6.8702,6.80644,0.0637657
0,2240,1.32248,1.2388,0.0836761
0,2240,1.96041,1.875,0.0854171
0,2240,3.58614,3.46724,0.1189
0,2240,3.97567,3.8646,0.111076
0,2240,3.33447,3.23221,0.102264
0,2240,4.45831,4.3047,0.153612
0,2240,2.0656,1.99375,0.0718512
0,2240,2.87853,2.79252,0.0860134
0,2240,2.67833,2.60362,0.0747054
0,2240,2.32842,2.25756,0.0708555
0,2240,1.13972,0.992735,0.146987
0,2240,1.67576,1.5314,0.144358
0,2240,2.49993,2.30111,0.198821
0,2240,2.88588,2.82291,0.0629666
0,2240,2.34277,2.24299,0.0997802
0,2240,5.90098,5.81631,0.0846666
0,2240,1.17662,1.08945,0.0871693
0,2240,1.4332,1.3392,0.0940039
0,2240,1.73279,1.6172,0.115596
0,2240,4.14983,4.07053,0.0793031
0,2240,3.20566,3.08307,0.122592
0,2240,1.96918,1.89819,0.0709906
0,2240,2.85099,2.69181,0.15918
0,2240,3.42889,3.30757,0.121318
0,2240,1.75875,1.68173,0.0770209
0,2240,2.23176,2.10704,0.124726
0,2240,2.76115,2.65435,0.106805
0,2240,6.89809,6.74593,0.152156
0,2240,2.07813,1.90827,0.169856
0,2240,5.03011,4.96123,0.0688786
0,2240,1.03772,0.949489,0.0882282
0,2240,1.40707,1.26256,0.144511
0,2240,1.84749,1.72918,0.118312
0,2240,1.78764,1.66257,0.125064
0,2240,1.54003,1.46551,0.0745221
0,2240,1.67099,1.60022,0.0707718
0,2240,3.80505,3.62327,0.181772
0,2240,3.29149,3.25139,0.0400984
0,2240,1.95304,1.87194,0.0811025
0,2240,4.76255,4.70862,0.0539311
0,2240,2.21889,2.06404,0.154853
0,2240,1.52461,1.44658,0.0780271
0,2240,2.08803,1.90026,0.187772
0,2240,4.07776,4.03336,0.0443977
0,2240,8.9049,8.86079,0.0441058
0,2240,3.16063,2.93001,0.230611
0,2240,2.30795,2.17535,0.132596
0,2240,3.2331,3.11679,0.116304
0,2240,2.92066,2.85014,0.070522
0,2240,2.11304,1.92897,0.184069
0,2240,3.03109,2.89372,0.137368
0,2240,1.58234,1.44893,0.133411
0,2240,6.48365,6.30177,0.181881
0,2240,0.671784,0.610402,0.0613822
0,2240,1.79999,1.54808,0.251911
0,2240,4.09286,4.0446,0.0482649
0,2240,0.816204,0.68369,0.132514
0,2240,6.30475,6.18447,0.120281
0,2240,0.749243,0.645689,0.103554
0,2240,2.17863,2.06848,0.110155
0,2240,0.951915,0.803137,0.148778
0,2240,2.06556,1.98842,0.0771403
0,2240,3.52285,3.45566,0.0671875
0,2240,4.3737,4.26496,0.108736
0,2240,2.70509,2.56345,0.141633
0,2240,7.1215,7.05552,0.0659756
0,2240,2.41469,2.2931,0.121594
0,2240,0.768702,0.656847,0.111855
0,2240,2.32842,2.20576,0.122659
0,2240,0.72846,0.596598,0.131862
0,2240,3.28527,3.14604,0.139232
0,2240,2.78469,2.69775,0.0869407
0,2240,2.48482,2.3826,0.102216
0,2240,3.37287,3.19353,0.179339
0,2240,4.56267,4.40827,0.154392
0,2240,1.75618,1.60426,0.151914
0,2240,2.23645,2.11447,0.121972
0,2240,2.34416,2.18615,0.158006
0,2240,1.52255,1.4159,0.106648
0,2240,3.93315,3.82504,0.108115
0,2240,2.04118,1.95949,0.081697
0,2240,8.35578,8.2707,0.0850783
0,2240,1.27205,1.0908,0.18126
0,2240,3.03469,2.93872,0.0959691
0,2240,0.532544,0.475512,0.0570328
0,2240,2.26947,2.08008,0.189392
0,2240,1.4055,1.27207,0.133438
0,2240,1.28887,1.20045,0.0884166
0,2240,3.45775,3.31297,0.144783
0,2240,1.32507,1.21903,0.106047
0,2240,3.76221,3.69239,0.0698192
0,2240,1.22657,1.15349,0.0730781
0,2240,2.27126,2.07154,0.199723
0,2240,4.41218,4.33233,0.0798475
0,2240,1.38371,1.28952,0.0941878
0,2240,2.30069,2.135,0.165683
0,2240,1.44603,1.25255,0.193482
0,2240,1.62852,1.43133,0.197195
0,2240,3.45539,3.40238,0.0530041
0,2240,5.16652,5.11502,0.0515
0,2240,3.38865,3.26442,0.124229
0,2240,6.80352,6.69104,0.112487
0,2240,1.59323,1.47052,0.122714
0,2240,2.05725,1.99181,0.0654378
0,2240,3.44515,3.32421,0.120941
0,2240,8.24529,8.1673,0.0779949
0,2240,1.99301,1.82272,0.170296
0,2240,4.34031,4.24613,0.0941829
0,2240,1.76196,1.52589,0.236068
0,2240,1.2151,1.11814,0.0969641
0,2240,2.52853,2.41994,0.108593
0,2240,0.925699,0.829994,0.0957045
0,2240,1.2891,1.19882,0.090287
0,2240,2.51825,2.25172,0.266531
0,2240,5.83362,5.7659,0.0677169
0,2240,3.22378,3.07653,0.147244
0,2240,6.37756,6.17947,0.198093
0,2240,1.99619,1.84812,0.148071
0,2240,4.24856,4.15346,0.0950958
0,2240,2.05052,1.90001,0.150509
0,2240,0.991404,0.815228,0.176176
0,2240,1.88246,1.79309,0.0893735
0,2240,1.30986,1.24293,0.066936
0,2240,1.68716,1.5759,0.111257
0,2240,0.341856,0.263964,0.0778927
0,2240,2.72884,2.59695,0.13189
0,2240,3.40305,3.27623,0.126813
0,2240,5.97124,5.83033,0.140917
0,2240,2.20024,2.1263,0.0739422
0,2240,3.27299,3.16726,0.105729
0,2240,5.09395,4.94966,0.144295
0,2240,3.40707,3.32733,0.0797421
0,2240,1.63116,1.52044,0.110716
0,2240,3.8487,3.72745,0.121252
0,2240,4.70692,4.55224,0.154684
0,2240,2.6313,2.51927,0.112031
0,2240,1.27296,1.23292,0.0400423
0,2240,4.16265,4.07138,0.0912728
0,2240,1.76959,1.61361,0.155982
0,2240,2.10742,1.9529,0.15452
0,2240,3.08795,2.94476,0.143189
0,2240,1.63567,1.51006,0.125609
0,2240,2.85705,2.77859,0.0784537
0,2240,1.60719,1.55316,0.0540237
0,2240,0.989057,0.874911,0.114146
0,2240,2.69894,2.48248,0.216459
0,2240,2.5849,2.48453,0.100372
0,2240,0.61921,0.533599,0.0856115
0,2240,1.24088,1.09545,0.145438
0,2240,1.28755,1.12643,0.161123
0,2240,3.95454,3.90541,0.0491277
0,2240,2.62536,2.46036,0.165
0,2240,1.32813,1.27689,0.0512421
0,2240,1.1062,0.993703,0.112496
0,2240,2.38373,2.27737,0.106363
0,2240,2.25653,2.15153,0.105001
0,2240,5.52817,5.47302,0.0551443
0,2240,1.24679,1.11495,0.131842
0,2240,2.06333,1.82528,0.238045
0,2240,1.60371,1.51751,0.0862011
0,2240,4.9448,4.79614,0.148665
0,2240,4.1561,4.10056,0.055539
0,2240,1.97234,1.8862,0.0861393
0,2240,1.13185,1.04011,0.0917383
0,2240,3.4428,3.29317,0.149627
0,2240,11.7734,11.7057,0.0677201
0,2240,1.44842,1.28215,0.166276
0,2240,3.09914,2.99913,0.100012
0,2240,2.16654,2.0293,0.137234
0,2240,1.06355,0.952682,0.110867
0,2240,1.35949,1.19429,0.165208
0,2240,2.3152,2.18982,0.125378
0,2240,1.78205,1.71248,0.0695678
0,2240,2.12304,2.07222,0.0508194
0,2240,2.31815,2.23533,0.0828221
0,2240,1.10603,1.02906,0.0769635
0,2240,1.44557,1.36792,0.0776478
0,2240,2.70665,2.60747,0.0991856
0,2240,4.90114,4.84151,0.0596285
0,2240,6.12668,6.0586,0.0680792
0,2240,1.55887,1.42667,0.132202
0,2240,4.02798,3.91833,0.109647
0,2240,1.64071,1.54754,0.0931695
0,2240,1.19458,1.04944,0.145137
0,2240,1.09688,0.974491,0.122387
0,2240,3.96398,3.91282,0.0511658
0,2240,2.45417,2.27886,0.175309
0,2240,3.98597,3.90825,0.0777198
0,2240,8.08987,7.97623,0.113639
0,2240,1.31917,1.27441,0.0447577
0,2240,3.51501,3.23058,0.284436
0,2240,2.68556,2.53642,0.149138
0,2240,2.75268,2.63084,0.12184
0,2240,0.745043,0.669231,0.0758123
0,2240,2.93729,2.72105,0.216241
0,2240,4.28076,4.11953,0.161234
0,2240,1.48386,1.38301,0.100853
0,2240,3.6107,3.45733,0.153374
0,2240,4.526,4.44182,0.0841795
0,2240,2.61035,2.3583,0.252046
0,2240,2.2935,2.22126,0.0722421
0,2240,1.86112,1.7242,0.136918
0,2240,1.68094,1.58851,0.0924292
0,2240,1.22464,1.12564,0.0990015
0,2240,2.7983,2.66403,0.134272
0,2240,1.96515,1.90525,0.0599024
0,2240,2.44707,2.31889,0.12818
0,2240,6.98559,6.74629,0.239292
0,2240,1.58216,1.49449,0.0876729
0,2240,2.01908,1.95167,0.0674141
0,2240,1.81731,1.70316,0.114152
0,2240,1.9001,1.79289,0.107208
0,2240,3.24359,3.17587,0.0677149
0,2240,3.59701,3.51037,0.0866412
0,2240,4.11021,4.00824,0.101969
0,2240,3.36929,3.21806,0.151229
0,2240,2.32938,2.22206,0.107322
0,2240,0.873358,0.813596,0.0597613
0,2240,1.01776,0.912021,0.105742
0,2240,1.44979,1.35571,0.0940799
0,2240,2.85591,2.71576,0.140142
0,2240,0.963386,0.856692,0.106695
0,2240,0.682735,0.605071,0.0776638
0,2240,2.30679,2.14306,0.163736
0,2240,7.49376,7.37477,0.118995
0,2240,2.09108,1.97944,0.111647
0,2240,1.32295,1.22023,0.102723
0,2240,1.72799,1.57447,0.153517
0,2240,1.81002,1.71273,0.09729
0,2240,6.12114,6.05166,0.0694795
0,2240,6.36782,6.23898,0.128836
0,2240,1.1912,1.09617,0.0950296
0,2240,1.86464,1.78114,0.0835023
0,2240,1.39158,1.21096,0.180618
0,2240,3.90729,3.77183,0.135456
0,2240,1.01354,0.706039,0.307503
0,2240,1.03082,0.946751,0.084066
0,2240,2.58275,2.49997,0.0827765
0,2240,2.5108,2.35686,0.153945
0,2240,1.67273,1.55673,0.116002
0,2240,5.54875,5.40971,0.139044
0,2240,4.28572,4.20347,0.0822534
0,2240,2.2785,2.18392,0.0945801
0,2240,2.24869,2.13357,0.115117
0,2240,1.82552,1.59486,0.230654
0,2240,2.93932,2.78559,0.153733
0,2240,3.44317,3.32411,0.119064
0,2240,2.69298,2.60146,0.091519
0,2240,4.26254,4.13562,0.126922
0,2240,3.49169,3.40289,0.0887924
0,2240,1.34222,1.22573,0.116489
0,2240,0.717324,0.634587,0.0827371
0,2240,3.13568,2.9797,0.155981
0,2240,2.983,2.82193,0.161066
0,2240,2.22553,2.07733,0.148206
0,2240,2.46715,2.39615,0.0710034
0,2240,1.70438,1.63364,0.0707323
0,2240,1.27584,1.15098,0.12486
0,2240,3.09565,2.99259,0.103061
0,2240,1.57139,1.47871,0.0926804
0,2240,2.62392,2.53388,0.0900387
0,2240,6.37453,6.23637,0.138166
0,2240,2.50248,2.35776,0.144722
0,2240,6.03167,5.97657,0.0551057
0,2240,2.43006,2.29574,0.134316
0,2240,0.973526,0.887281,0.0862456
0,2240,2.68599,2.57359,0.112408
0,2240,0.947261,0.862642,0.0846196
0,2240,3.60343,3.51938,0.0840582
0,2240,1.62307,1.51934,0.103734
0,2240,2.78234,2.62356,0.158783
0,2240,8.67653,8.51783,0.158702
0,2240,1.8333,1.61186,0.221449
0,2240,1.65159,1.38122,0.27037
0,2240,4.94885,4.89079,0.0580665
0,2240,3.01766,2.94532,0.0723364
0,2240,5.45818,5.3602,0.0979895
0,2240,3.21062,3.12303,0.0875978
0,2240,8.83977,8.72774,0.112028
0,2240,1.96684,1.83708,0.129754
0,2240,7.04351,6.86882,0.174689
0,2240,1.86106,1.79025,0.0708134
0,2240,6.44789,6.39067,0.0572216
0,2240,1.42308,1.35747,0.065616
0,2240,2.92627,2.85831,0.0679622
0,2240,1.93342,1.85455,0.078871
0,2240,6.81583,6.58825,0.22758
0,2240,1.23994,1.17683,0.0631118
0,2240,1.31832,1.24422,0.0740969
0,2240,1.30223,1.24522,0.0570104
0,2240,1.80481,1.75284,0.0519652
0,2240,2.72326,2.63662,0.0866355
0,2240,3.83654,3.74189,0.0946502
0,2240,1.00284,0.8909,0.111943
0,2240,4.75841,4.68119,0.0772204
0,2240,4.15409,3.99419,0.159895
0,2240,1.1094,1.00644,0.102953
0,2240,2.51324,2.32641,0.186833
0,2240,0.979816,0.828465,0.15135
0,2240,3.06451,2.98346,0.0810544
0,2240,1.40378,1.25759,0.146191
0,2240,3.36246,3.15861,0.203847
0,2240,5.26007,5.13386,0.126213
0,2240,1.48752,1.39957,0.0879538
0,2240,3.06337,2.86115,0.202214
0,2240,0.73555,0.61271,0.122839
0,2240,0.993543,0.889147,0.104396
0,2240,1.97135,1.7922,0.179151
0,2240,3.98095,3.87425,0.106704
0,2240,1.81188,1.72935,0.0825235
0,2240,4.63887,4.53839,0.100487
0,2240,2.28482,2.17485,0.109965
0,2240,4.13021,4.03539,0.0948184
0,2240,2.44875,2.35654,0.0922163
0,2240,2.39659,2.34947,0.0471184
0,2240,3.6308,3.47744,0.153366
0,2240,1.72622,1.6505,0.0757254
0,2240,4.12775,3.99913,0.128621
0,2240,4.51807,4.4432,0.0748644
0,2240,1.75871,1.55141,0.207296
0,2240,1.91518,1.80496,0.110226
0,2240,2.05304,1.9188,0.134239
0,2240,4.31361,4.20901,0.104601
0,2240,3.3171,3.19365,0.123449
0,2240,7.51237,7.37063,0.141744
0,2240,1.80883,1.66331,0.145522
0,2240,2.34807,2.29155,0.0565118
0,2240,7.66505,7.57743,0.0876222
0,2240,2.16511,2.09552,0.0695891
0,2240,3.92746,3.79202,0.135443
0,2240,1.60155,1.44434,0.157205
0,2240,1.82074,1.56545,0.255289
0,2240,0.88221,0.828375,0.0538351
0,2240,0.96815,0.857206,0.110944
0,2240,5.06664,4.95962,0.107017
0,2240,1.30441,1.20406,0.100347
0,2240,1.9886,1.92451,0.0640901
0,2240,1.95991,1.86959,0.0903239
0,2240,1.2843,1.19112,0.0931774
0,2240,4.93582,4.84918,0.0866444
0,2240,2.18111,2.11154,0.0695701
0,2240,1.44332,1.35278,0.0905366
0,2240,2.67624,2.4369,0.239341
0,2240,2.40388,2.07735,0.326523
0,2240,2.64354,2.57967,0.0638775
0,2240,5.91334,5.75453,0.158805
0,2240,1.68691,1.47658,0.210325
0,2240,4.34543,4.2571,0.0883356
0,2240,0.850961,0.801862,0.0490984
0,2240,2.7832,2.59362,0.189585
0,2240,3.94432,3.86144,0.0828863
0,2240,2.00792,1.86885,0.139069
0,2240,6.42372,6.34682,0.0769031
0,2240,1.26958,1.09184,0.177746
0,2240,6.72806,6.48688,0.241184
0,2240,2.00296,1.92085,0.0821148
0,2240,5.798,5.63525,0.162753
