-2.8500 1.2240e+07
-2.5500 1.7910e+07
-2.2500 2.4480e+07
-1.9500 3.1500e+07
-1.6500 3.8470e+07
-1.3500 4.4930e+07
-1.0500 5.0500e+07
-0.7500 5.4900e+07
-0.4500 5.7930e+07
-0.1500 5.9470e+07
0.1500 5.9470e+07
0.4500 5.7930e+07
0.7500 5.4900e+07
1.0500 5.0500e+07
1.3500 4.4930e+07
1.6500 3.8470e+07
1.9500 3.1500e+07
2.2500 2.4480e+07
2.5500 1.7910e+07
2.8500 1.2240e+07
