-4.67,-4.79,-4.55,1240.0,0.0,-0.0,80.0,-80.0,
-4.47,-4.59,-4.35,1280.0,0.0,-0.0,80.0,-90.0,
-4.17,-4.29,-4.05,1320.0,0.0,-0.0,90.0,-90.0,
-3.9699999999999998,-4.09,-3.85,1370.0,0.0,-0.0,90.0,-90.0,
-3.67,-3.79,-3.55,1500.0,0.0,-0.0,100.0,-100.0,
-3.4699999999999998,-3.59,-3.35,1600.0,0.0,-0.0,100.0,-100.0,
-3.17,-3.29,-3.05,1650.0,0.0,-0.0,70.0,-70.0,
-2.9699999999999998,-3.09,-2.85,1680.0,0.0,-0.0,80.0,-80.0,
-2.6799999999999997,-2.79,-2.57,1730.0,0.0,-0.0,80.0,-80.0,
-2.4749999999999996,-2.59,-2.36,1800.0,0.0,-0.0,80.0,-80.0,
-2.175,-2.29,-2.06,1860.0,0.0,-0.0,80.0,-80.0,
-1.98,-2.1,-1.86,1950.0,0.0,-0.0,90.0,-90.0,
-1.695,-1.82,-1.57,2030.0,0.0,-0.0,70.0,-70.0,
-1.495,-1.61,-1.38,2080.0,0.0,-0.0,80.0,-80.0,
-1.21,-1.32,-1.1,2140.0,0.0,-0.0,80.0,-80.0,
-1.02,-1.13,-0.91,2170.0,0.0,-0.0,70.0,-70.0,
-0.745,-0.85,-0.64,2200.0,0.0,-0.0,60.0,-60.0,
-0.5650000000000001,-0.68,-0.45,2210.0,0.0,-0.0,60.0,-60.0,
-0.30000000000000004,-0.4,-0.2,2230.0,0.0,-0.0,60.0,-60.0,
-0.1,-0.2,-0.0,2240.0,0.0,-0.0,60.0,-60.0,
0.1,0.0,0.2,2240.0,0.0,-0.0,60.0,-60.0,
0.30000000000000004,0.2,0.4,2230.0,0.0,-0.0,60.0,-60.0,
0.5650000000000001,0.45,0.68,2210.0,0.0,-0.0,60.0,-60.0,
0.745,0.64,0.85,2200.0,0.0,-0.0,60.0,-60.0,
1.02,0.91,1.13,2170.0,0.0,-0.0,70.0,-70.0,
1.21,1.1,1.32,2140.0,0.0,-0.0,80.0,-80.0,
1.495,1.38,1.61,2080.0,0.0,-0.0,80.0,-80.0,
1.695,1.57,1.82,2030.0,0.0,-0.0,70.0,-70.0,
1.98,1.86,2.1,1950.0,0.0,-0.0,90.0,-90.0,
2.175,2.06,2.29,1860.0,0.0,-0.0,80.0,-80.0,
2.4749999999999996,2.36,2.59,1800.0,0.0,-0.0,80.0,-80.0,
2.6799999999999997,2.57,2.79,1730.0,0.0,-0.0,80.0,-80.0,
2.9699999999999998,2.85,3.09,1680.0,0.0,-0.0,80.0,-80.0,
3.17,3.05,3.29,1650.0,0.0,-0.0,70.0,-70.0,
3.4699999999999998,3.35,3.59,1600.0,0.0,-0.0,100.0,-100.0,
3.67,3.55,3.79,1500.0,0.0,-0.0,100.0,-100.0,
3.9699999999999998,3.85,4.09,1370.0,0.0,-0.0,90.0,-90.0,
4.17,4.05,4.29,1320.0,0.0,-0.0,90.0,-90.0,
4.47,4.35,4.59,1280.0,0.0,-0.0,80.0,-90.0,
4.67,4.55,4.79,1240.0,0.0,-0.0,80.0,-80.0,
